product_cat,name,pa_brand,,sku,short description,pa_width,pa_profile,pa_rim-size,pa_speed,,image,stock,price,pa_tread-pattern,description,pa_extraload,pa_runflat,pa_tyreclass,pa_rrc-grade,pa_wetgrip,pa_wetgrip-grade,pa_noisedb,pa_bar-rating
tyres,Micheldever - Halifax,YOKOHAMA,,1956015HYOBLUE,195/60R15 YOKO BLUEARTH 88H,195,60,15,H,88,BLUEARTH,0,40.51,BLUEARTH,CAR TYRES  15 INCH RIM,N,N,,,0,,0,0
tyres,Micheldever - Halifax,BUDGET,,2154517ZBUSILVER,215/45R17 SILVERSTONE 87W,215,45,17,,ZR,RADIALZR,0,28.95,RADIALZR,CAR TYRES  17 INCH RIM,N,N,,,0,,0,0
tyres,Micheldever - Halifax,BUDGET,,2155516ZBUACHHIL,215/55R16 ACHILLES 97W XL,215,55,16,W,97,ACHILLES,0,24.95,ACHILLES,CAR TYRES  16 Inch Rim,Y,N,,,0,,0,0
tyres,Micheldever - Halifax,FIRESTONE,,2254517ZFISTZ90X,225/45R17 FSTONE SZ90 94YXL,225,45,17,Y,94,SZ90,0,51.52,SZ90,CAR TYRES  17 INCH RIM,Y,N,,,0,,0,0
tyres,Micheldever - Halifax,FIRESTONE,,2254517ZFISZ90XL,225/45R17 FSTONE SZ90 94W XL,225,45,17,W,94,,0,51.52,SZ90,CAR TYRES  17 INCH RIM,Y,N,,,0,,0,0
tyres,Micheldever - Halifax,YOKOHAMA,,2255016ZYOV105MO,225/50R16 YOKO V105 92W (MO),225,50,16,W,92,V105,0,84.45,V105,CAR TYRES  16 Inch Rim,N,N,,,0,,0,0
tyres,Micheldever - Halifax,GOODYEAR,510961,2255017ZGOASSYMF,225/50R17 GDYR EAGLEF1 94Y,225,50,17,Y,94,EAGLEF1,0,105.58,EAGLEF1,CAR TYRES  17 INCH RIM,N,N,NA,,0,,0,0
tyres,Micheldever - Halifax,PIRELLI,825300,2353518ZPIPZEROA,235/35R18 PIR PZEROA 86Y,235,35,18,Y,86,PZEROA,0,176.2,PZEROA,CAR TYRES  18 Inch Rim,N,N,C1,F,0,B,73,3
tyres,Micheldever - Halifax,CONTINENTAL,,2454020ZCOSP2,245/40R20 CONTI SPORT 2,245,40,20,ZR,,SPORT2,0,54.25,SPORT2,CAR TYRES  19 INCH RIM,N,N,,,0,,0,0
tyres,Micheldever - Halifax,PIRELLI,,2454519ZPIPZNERO,245/45R19 PIR PZNERO 98W,245,45,19,W,98,PZNERO,0,113.68,PZNERO,CAR TYRES  19 INCH RIM,N,N,NA,,0,,0,0
tyres,Micheldever - Halifax,MICHELIN,,2554020ZMIALPPA3,255/40R20 MICH ALP PA3 101W,255,40,20,W,101,ALPINEPA3,0,235,ALPINEPA3,CAR TYRES  WINTER CAR,N,N,,,0,,0,0
tyres,Micheldever - Halifax,PIRELLI,335500,2255015ZPIPZERO,225/50R15 PIR PZERO 91Y,225,50,15,Y,91,PZEROA,0,130.23,PZERO,CAR TYRES  15 INCH RIM,N,N,NA,,0,,0,0
tyres,Micheldever - Halifax,FIRESTONE,7135,2054017ZFISZ90XL,205/40R17 FSTONE SZ90 84W XL,205,40,17,W,84,SZ90,0,67.35,SZ90,CAR TYRES  17 INCH RIM,Y,N,C1,E,0,B,73,3
tyres,Micheldever - Halifax,MICHELIN,799996,1955516ZMIENGSAV,195/55R16 MICH ENERSAV 87W*,195,55,16,W,87,ENERGYSAVER,2,61.53,ENERGYSAVER,CAR TYRES  15 INCH RIM,N,N,C1,B,0,A,70,2
tyres,Micheldever - Halifax,BUDGET,,1656014HBUJIYH11,165/60R14 JINYU YH11 75H,165,60,14,H,75,YH11,0,0,YH11,CAR TYRES  14 Inch Rim,N,N,NA,,0,,0,0
tyres,Micheldever - Halifax,BUDGET,,1956515HBULS288,195/65R15 LANDSAIL LS288 91H,195,65,15,H,91,LS288,0,0,LS288,CAR TYRES  15 INCH RIM,N,N,NA,,0,,0,0
tyres,Micheldever - Halifax,KUMHO,2163423,1755515TBUKUKH27,175/55R15 KUMHO KH27 77T,175,55,15,T,77,,0,26.95,KH27,CAR TYRES  15 INCH RIM,N,N,C1,E,0,C,70,2
tyres,Micheldever - Halifax,KUMHO,2163613,1855515HBUKUKH27,185/55R15 KUMHO KH27 82H,185,55,15,H,82,,0,30.95,KH27,CAR TYRES  15 INCH RIM,N,N,C1,E,0,B,70,2
tyres,Micheldever - Halifax,BU,6134100,50045225C12T404,500/45-22.5 T'BORG T404 12PLY,500,45,22.5,,,T404,0,0,T404,AGRICULTURAL TYRES  IMPLEMENT TYRES,N,N,,,0,,0,0
tyres,Micheldever - Halifax,KUMHO,2180003,1955515HBUKUKH27,195/55R15 KUMHO KH27 85H,195,55,15,H,85,,0,34.95,KH27,CAR TYRES  15 INCH RIM,N,N,C1,C,0,B,70,2
