product_cat,name,pa_brand,,sku,short description,pa_width,pa_profile,pa_rim-size,pa_speed,,image,stock,price,pa_tread-pattern,description,pa_extraload,pa_runflat,pa_tyreclass,pa_rrc-grade,pa_wetgrip,pa_wetgrip-grade,pa_noisedb,pa_bar-rating
tyres,Walsall,TRIDENT,,3808524RTRTM600,380/85R24 TREL TM600 131AB,380,85,24,,131,,0,0,TM600,AGRICULTURAL TYRES  TRACTOR REAR,N,N,,,0,,0,0
tyres,Walsall,BRIDGESTONE,78896,2553519ZBRE050A,255/35R19 BST RE050A 92Y FERR,255,35,19,Y,92,RE050,0,137.26,RE050A,CAR TYRES  19 INCH RIM,N,N,C1,F,0,C,72,2
tyres,Walsall,R H CLAYDON,,221110006BKTX-DR,22X1100-10 BKT X-DRIV AT111,22,11,8,11,111,,0,0,,AGRICULTURAL TYRES  TURF TYRES,N,N,,,0,,0,0
tyres,Walsall,MAXXIS,2780001,1308015HMAM6128,130/80-15 MAXXIS M6128,130,80,15,H,,,0,47.59,M6128,MOTORCYCLE TYRES  15 INCH RIM,N,N,,,0,,0,0
tyres,Walsall,BRIDGESTONE,2341,2254519ZBRRE050X,225/45R19 BST RE050A 96W XL,225,45,19,W,96,RE050A,0,176.38,RE050A,CAR TYRES  19 INCH RIM,Y,N,C1,E,0,C,71,2
tyres,Walsall,KUMHO,2107683,1955516ZBUKUKH31,195/55R16 KUMHO KH31 87W,195,55,16,W,87,KH31,2,38,KH31,CAR TYRES  16 Inch Rim,N,N,C1,E,0,C,73,3
tyres,Walsall,CONTINENTAL,3545780000,2356517XCOXCNTAT,235/65R17 CONT XCONT AT 108HXL,235,65,17,H,108,COXCONAT,0,99.3,COXCONAT,CAR TYRES  4 WHEEL DRIVE TYRES,Y,N,C1,F,0,E,73,3
tyres,Walsall,EUROPA,,25110012OTR,25X11-12 OTR 440 MAG TL,25,1100,12,Q,440,,0,0,,AGRICULTURAL TYRES  TURF TYRES,N,N,,,0,,0,0
tyres,Walsall,BRIDGESTONE,3342,2754520XBRDSPTAO,275/45R20 BST DSPORT MZ AO110Y,275,45,20,Y,100,DSPORT,1,165.95,DSPORT,CAR TYRES  4 WHEEL DRIVE TYRES,Y,N,C1,E,0,C,71,2
tyres,Walsall,KLEBER,904464,75020KLMA5,750R20 KLEBER MA5 8PLY 108A6,750,,20,,,MA5,0,93.92,MA5,HEAVY TRUCK TYRES  20 INCH RIM,N,N,NA,,0,,0,0
tyres,Walsall,BRIDGESTONE,3314,3153520XBRDSPTY,315/35R20 BST D-SPT 110Y*RFTXL,315,35,20,Y,110,DSPORT,0,239.95,DSPORT,CAR TYRES  4 WHEEL DRIVE TYRES,Y,Y,C1,E,0,B,73,2
tyres,Walsall,BRIDGESTONE,78763,2155516VBRER300P,215/55R16 BST ER300 RFT 97V XL,215,55,16,V,97,ER300,0,103.43,ER300,CAR TYRES  16 Inch Rim,Y,Y,C1,F,0,B,71,2
tyres,Walsall,BU,,19515TEMPTUBE,2057015 TUBE TR13,,,,,,,0,0,,TUBES  CAR TUBES,N,N,,,0,,0,0
tyres,Walsall,PIRELLI,2328700,2055516ZPIP7CINT,205/55R16 PIR P7 CINT 91W,205,55,16,W,91,P7CINT,12,46.48,P7CINT,CAR TYRES  16 Inch Rim,N,N,C1,C,0,B,70,2
tyres,Walsall,GOODYEAR,519600,2653519ZGOASYMNO,265/35R19 GDR F1 ASYM 94YFP N0,265,35,19,Y,94,ASYMM,0,153.8,GOASYMM,CAR TYRES  19 INCH RIM,N,N,C1,F,0,B,70,2
tyres,Walsall,METZELER,1828400,1905517ZMERTECM3,190/55R17 METZ SPTEC M3 75W,190,55,17,W,75,RACETECM3,0,80.3,RACETECM3,MOTORCYCLE TYRES  17 INCH RIM,N,N,,,0,,0,0
tyres,Walsall,BOSS WHEELS,,S15516508BOWHIMO,8X15 BO WHITE MOD 5-165 ET08,,,,,,,0,0,,WHEELS & RIMS  STEEL WHEELS,N,N,,,0,,0,0
tyres,Walsall,UNKNOWN,,AW4100/11418PROR,18" 4/100-114 P/RACE 2 BK ET45,,,,,,,0,0,,WHEELS & RIMS  CAR ALLOY WHEELS,N,N,,,0,,0,0
tyres,Walsall,UNKNOWN,,AW410815PRORACEW,15" 4/108 PRORACE 1.5 WH ET35,,,,,,,0,0,,WHEELS & RIMS  CAR ALLOY WHEELS,N,N,,,0,,0,0
tyres,Walsall,UNKNOWN,,AW5100/11415JET,15" 5/100-114.3 JET SL ET38,,,,,,,0,0,,WHEELS & RIMS  CAR ALLOY WHEELS,N,N,,,0,,0,0
