product_cat,name,pa_brand,,sku,short description,pa_width,pa_profile,pa_rim-size,pa_speed,,image,stock,price,pa_tread-pattern,description,pa_extraload,pa_runflat,pa_tyreclass,pa_rrc-grade,pa_wetgrip,pa_wetgrip-grade,pa_noisedb,pa_bar-rating
tyres,Walsall,MAXXIS,2785049,1009019HMXM6011R,100/90-19 MAXXIS M6011 WW 62H,100,90,19,H,62,M6011R,0,65.83,M6011R,MOTORCYCLE TYRES  19 INCH RIM,N,N,NA,,0,,0,0
tyres,Walsall,MICHELIN,706401,26570195MMIFRONT,265/70R19.5 KORMORAN FRT 140M,265,70,19.5,M,140,FRONT,0,170.89,FRONT,HEAVY TRUCK TYRES  17/17.5 INCH RIM,N,N,C2,D,0,B,70,1
tyres,Walsall,MICHELIN,977999,28570195LMIRDFRT,285/70R19.5 KORM/AN FRTRD 146L,285,70,19.5,L,146,FRONTROADS,0,192.06,FRONTROADS,HEAVY TRUCK TYRES  19/19.5 INCH RIM,N,N,C2,C,0,C,68,1
tyres,Walsall,FIRESTONE,7130,1955515VFISZ90,195/55R15 FST SZ90 85V,195,55,15,V,85,SZ90,0,43.85,SZ90,CAR TYRES  15 INCH RIM,N,N,C1,F,0,A,72,3
tyres,Walsall,DUNLOP,526490,2355519VDUSP270,235/55R19 DLOP 101V SP270 RHD,235,55,19,V,101,SP270,0,115.36,SP270,CAR TYRES  19 INCH RIM,N,N,C1,E,0,C,71,2
tyres,Walsall,BRIDGESTONE,4895,1955516VBRER3002,195/55R16 BST ER300-2 87V RFT *,195,55,16,V,87,ER3002,0,70.96,ER300-2,CAR TYRES  16 Inch Rim,N,Y,C1,E,0,B,70,2
tyres,Walsall,BUDGET,,1955515VBUPLUSMA,195/55R15 PLUSMAX AUPLUS 85V,195,55,15,V,85,,0,22.95,,CAR TYRES  15 INCH RIM,N,N,,,0,,0,0
tyres,Walsall,BUDGET,,1956014HBUAUTGD,195/60R14 AUTOGUARD SA602 86H,195,60,14,H,86,AUTOGUARD,0,23.95,AUTOGUARD,CAR TYRES  16 Inch Rim,N,N,,,0,,0,0
tyres,Walsall,CONTINENTAL,3509590000,2554517ZCOSPT5,255/45R17 CONTI SPT5 SSR 98W,255,45,17,W,98,SPORT5,0,144.61,SPORT5,CAR TYRES  17 INCH RIM,N,N,C1,E,0,B,72,2
tyres,Walsall,BU,,AW4100/10815MIRA,15"4/100/4/108 MIRAGE BKM ET38,,,,,,,0,0,,WHEELS & RIMS  CAR ALLOY WHEELS,N,N,,,0,,0,0
tyres,Walsall,PIRELLI,2137100,2455018VPICINTP7,245/50R18 PIR CIP7 AS RFT 100V,245,50,18,V,100,CINTURATOP7,0,155.55,CINTURATOP7,CAR TYRES  18 Inch Rim,N,Y,C1,C,0,C,71,2
tyres,Walsall,AVON,4240091,2454518ZAVZZ5,245/45R18 AVON ZZ5 100W XL,245,45,18,W,100,ZZ5,0,109.27,ZZ5,CAR TYRES  18 Inch Rim,Y,N,C1,E,0,B,70,2
tyres,Walsall,YOKOHAMA,K9125,2855518XYOSTV802,285/55R18 YOKO ADSTV802 113W,285,55,18,W,113,V802,0,133.38,V802,CAR TYRES  18 Inch Rim,N,N,C1,E,0,B,75,3
tyres,Walsall,BUDGET,,2580012INOVMUDGR,25X800-12 INOVA MUD/G E 4PLY,25,,800,,,MUDGEARE,0,0,MUDGEARE,AGRICULTURAL TYRES  TURF TYRES,N,N,,,0,,0,0
tyres,Walsall,BUDGET,,25100012INOMUDGR,25X1000-12 INOVA MUD/G E 4PLY,25,,1000,12,,MUDGEAR,0,0,MUDGEARE,AGRICULTURAL TYRES  TURF TYRES,N,N,,,0,,0,0
tyres,Walsall,AUTOGRIP,AG800P1403,1656014HBUAG800,165/60R14 AUTOGRIP GRIP800 75H,165,60,14,H,75,GRIP800,0,18.95,GRIP800,CAR TYRES  14 Inch Rim,N,N,C1,E,0,F,70,3
tyres,Walsall,AUTOGRIP,AG800P1404,1657014TBUAG800,165/70R14 AUTOGRIP GRIP800 81T,165,70,14,T,81,GRIP800,0,19.95,GRIP800,CAR TYRES  14 Inch Rim,N,N,C1,E,0,F,70,3
tyres,Walsall,AUTOGRIP,AG800P1406,1856014HBUAG800,185/60R14 AUTOGRIP GRIP800 82H,185,60,14,H,82,GRIP800,0,18.95,GRIP800,CAR TYRES  14 Inch Rim,N,N,C1,E,0,F,70,3
tyres,Walsall,AUTOGRIP,AG800P1407,1856514HBUAG800,185/65R14 AUTOGRIP GRIP800 86H,185,65,14,H,86,GRIP800,0,19.95,GRIP800,CAR TYRES  14 Inch Rim,N,N,C1,F,0,E,70,3
tyres,Walsall,AUTOGRIP,AG860P1701,2054017ZBUAG860,205/40R17 AUTOGRIP GRIP860 84W,205,40,17,W,84,GRIP860,0,22.95,GRIP860,CAR TYRES  17 INCH RIM,N,N,C1,E,0,E,72,3
