product_cat,name,pa_brand,,sku,short description,pa_width,pa_profile,pa_rim-size,pa_speed,,image,stock,price,pa_tread-pattern,description,pa_extraload,pa_runflat,pa_tyreclass,pa_rrc-grade,pa_wetgrip,pa_wetgrip-grade,pa_noisedb,pa_bar-rating
tyres,Walsall,BRIDGESTONE,6077,2006016VBREXEDMX,200/60R16 BST EXEDRAMX EA1 79V,200,60,16,V,79,EXEDRA,0,139.95,EXEDRA,MOTORCYCLE TYRES  16 INCH RIM,N,N,,,0,,0,0
tyres,Walsall,BRIDGESTONE,6080,1706017ZBREXEDMX,170/60R17 BST EXEDRAMX EA1 72W,170,60,17,W,72,EXEDRA,0,96.95,EXEDRA,MOTORCYCLE TYRES  17 INCH RIM,N,N,,,0,,0,0
tyres,Walsall,BRIDGESTONE,6081,1906017VBREXEDMX,190/60R17 BST EXEDRAMX EA1 78V,190,60,17,V,78,EXEDRA,0,109.95,EXEDRA,MOTORCYCLE TYRES  17 INCH RIM,N,N,,,0,,0,0
tyres,Walsall,BRIDGESTONE,6076,2005017ZBREXEDMX,200/50R17 BST EXEDRAMX EA1 75W,200,50,17,W,75,EXEDRA,0,129.95,EXEDRA,MOTORCYCLE TYRES  17 INCH RIM,N,N,,,0,,0,0
tyres,Walsall,BRIDGESTONE,6078,2405516VBREXEDMX,240/55R16 BST EXEDRAMX EA1 86V,240,55,16,V,86,EXEDRA,0,142.95,EXEDRA,MOTORCYCLE TYRES  16 INCH RIM,N,N,,,0,,0,0
tyres,Walsall,BRIDGESTONE,6074,1207018ZBREXEDMX,120/70R18 BST EXEDRAMX EA1 59W,120,70,18,W,59,EXEDRA,0,89.95,EXEDRA,MOTORCYCLE TYRES  18 INCH RIM,N,N,,,0,,0,0
tyres,Walsall,BRIDGESTONE,6082,1207019ZBREXEDMX,120/70R19 BST EXEDRAMX EA1 60W,120,70,19,W,60,EXEDRA,0,82.95,EXEDRA,MOTORCYCLE TYRES  19 INCH RIM,N,N,,,0,,0,0
tyres,Walsall,BRIDGESTONE,6079,1307018ZBREXEDMX,130/70R18 BST EXEDRAMX EA1 63W,130,70,18,W,63,EXEDRA,0,75.95,EXEDRA,MOTORCYCLE TYRES  18 INCH RIM,N,N,,,0,,0,0
tyres,Walsall,R H CLAYDON,,135006C4GREYMOBI,13/500-6 GREY MOBILITY 4PLY,13,500,6,,,GREYMOBILITY,0,0,GREYMOBILITY,AGRICULTURAL TYRES  IMPLEMENT TYRES,N,N,NA,,0,,0,0
tyres,Walsall,BUDGET,,29580225BUTRMILA,295/80R22.5 TRACKMILA TZY REM,295,80,225,,,TZY,0,140,TZY,HEAVY TRUCK TYRES  HEAVY TRUCK REMOULDS,N,N,NA,,0,,0,0
tyres,Walsall,BUDGET,,38565225BUTRMAST,385/65R22.5 TRUCKMASTER REM,385,65,225,,,,0,160,,HEAVY TRUCK TYRES  HEAVY TRUCK REMOULDS,N,N,NA,,0,,0,0
tyres,Walsall,R H CLAYDON,,10075153C10BKT09,10.0/75-15.3 BKT AW909 10PLY,100,75,153,,,AW909,0,0,AW909,AGRICULTURAL TYRES  IMPLEMENT TYRES,N,N,NA,,0,,0,0
tyres,Walsall,UNKNOWN,,265140012C4CARL,26.5/14.00X12 CARLISLE U/T 4PR,,,,,,,0,0,,AGRICULTURAL TYRES  TURF TYRES,N,N,,,0,,0,0
tyres,Walsall,UNKNOWN,,2651412C4CARLUT,26.5X14.00-12 CARLISLE U/T 4PR,,,,,,,0,0,,AGRICULTURAL TYRES  TURF TYRES,N,N,,,0,,0,0
tyres,Walsall,HANKOOK,1009178,2255017ZBUHKK107,225/50R17 HANKOOK K107 94W RFT,225,50,17,W,94,K107,0,114.86,K107,CAR TYRES  17 INCH RIM,N,Y,C1,F,0,B,70,2
tyres,Walsall,UNKNOWN,,T613650BMVTUBE,13-650-8 BMV TUBE,,,,,,,0,0,,TUBES  CAR TUBES,N,N,,,0,,0,0
tyres,Walsall,BUDGET,,6009C10VRED,600-9 V/STEIN 10PR V54 H/SPEED,600,80,9,,,,0,0,,AGRICULTURAL TYRES  TURF TYRES,N,N,,,0,,0,0
tyres,Walsall,MAXXIS,2760392,9010016MAXM7305,90/100-16  MAXXIS M7305 51M,90,100,16,M,51,M7305,0,34.7,M7305,MOTORCYCLE TYRES  MOTORCYCLE OFF ROAD,N,N,NA,,0,,0,0
tyres,Walsall,BUDGET,,75015BUNANKNR066,750R15 NANKANG NR-066 120/118,750,,15,,120/118,NR066,0,0,NR066,HEAVY TRUCK TYRES  15 INCH RIM,N,N,,,0,,0,0
tyres,Walsall,UNKNOWN,,2055017ZBUKU31DM,205/50R17 KUMHO KH31 93W DEM,205,50,17,W,93,KH31,0,33.88,KH31,CAR TYRES  17 INCH RIM,N,N,NA,,0,,0,0
