product_cat,name,pa_brand,,sku,short description,pa_width,pa_profile,pa_rim-size,pa_speed,,image,stock,price,pa_tread-pattern,description,pa_extraload,pa_runflat,pa_tyreclass,pa_rrc-grade,pa_wetgrip,pa_wetgrip-grade,pa_noisedb,pa_bar-rating
tyres,Walsall,UNKNOWN,,2754022XCOLXSPDM,275/40R22 CONTI LXSPT 108YXLDM,275,40,22,Y,108,COLXSPT,0,130.6,COLXSPT,CAR TYRES  4 WHEEL DRIVE TYRES,Y,N,NA,,0,,0,0
tyres,Walsall,AIRVERT,,600175RIM,WHEEL RIM 6 STUD SPIGOT,,,,,,,0,0,,WHEELS & RIMS  TRUCK WHEELS,N,N,,,0,,0,0
tyres,Walsall,UK PARTS ALLIANCE,,BLB258,NON STOCK-SERVICE BULBS,,,,,,,0,0,,SERVICING PARTS  Bulbs,N,N,,,0,,0,0
tyres,Walsall,UK PARTS ALLIANCE,,OSR9006,NON STOCK-SERVICE BULBS,,,,,,,0,0,,SERVICING PARTS  Bulbs,N,N,,,0,,0,0
tyres,Walsall,GOODYEAR,526767,2254018ZGOASYM2,225/40R18 GDYR ASYM2 88Y ROF,225,40,18,Y,88,ASYM2,0,97.53,ASYM2,CAR TYRES  18 Inch Rim,N,N,C1,E,0,B,69,2
tyres,Walsall,BUDGET,,2355018ZBUMAYRUN,235/50R18 MAYRUN MR500 101W XL,235,50,17,W,101,MR500,5,44.7,MR500,CAR TYRES  18 Inch Rim,Y,N,C1,C,0,C,75,3
tyres,Walsall,PIRELLI,2289500,2155516ZPIP7BLUE,215/55R16 PIR P7 CINT BLUE 97W XL,215,55,16,W,97,P7BLUE,0,79.81,P7BLUE,CAR TYRES  16 Inch Rim,Y,N,C1,A,0,A,72,2
tyres,Walsall,CONTINENTAL,3541740000,2754519XCOCSC5SU,275/45R19 CONTI CSC5 108Y XL,275,45,19,Y,108,CP4X4SP,0,146.1,CO4X4SP,CAR TYRES  4 WHEEL DRIVE TYRES,Y,N,C1,C,0,A,73,2
tyres,Walsall,UNIROYAL,3625350000,2354018ZUNRNSPT3,235/40R18 UNI RAINSPORT3 95YXL,235,40,18,Y,95,,0,88.81,RAINSPT3,CAR TYRES  18 Inch Rim,Y,N,C1,E,0,A,72,2
tyres,Walsall,BU,,3407018BKT774,340/70-18 BKT 774 16PLY,340,70,18,,16PLY,774,0,0,774,AGRICULTURAL TYRES  TURF TYRES,N,N,NA,,0,,0,0
tyres,Walsall,DUNLOP,N530932,N1956515TDUSTRT,195/65R15 DLOP STREET 91T N,195,65,15,T,91,STREET,0,36.94,STREET,CAR TYRES  15 INCH RIM,N,N,C1,C,0,B,69,2
tyres,Walsall,BUDGET,MV159,2156016VBUMIN109,215/60R16 MINERVA F109 95V,215,60,16,V,95,F109,0,33.95,F109,CAR TYRES  16 Inch Rim,N,N,C1,C,0,C,75,3
tyres,Walsall,BUDGET,MV213,1855514HBUMIN109,185/55R14 MINERVA F109 80H,185,55,14,H,80,F109,0,21.95,F109,CAR TYRES  14 Inch Rim,N,N,C1,E,0,E,74,3
tyres,Walsall,BUDGET,MV316,17514TBUMINEMIZR,175/80R14 MINERVA EMI ZERO 88T,175,80,14,T,88,EMIZERO,0,25.85,EMIZERO,CAR TYRES  14 Inch Rim,N,N,NA,,0,,0,0
tyres,Walsall,BUDGET,MV332,2554017ZBUMINEMI,255/40R17 MINERVA EMI ZERO 94W,255,40,17,W,94,EMIZERO,0,54.95,EMIZERO,CAR TYRES  17 INCH RIM,N,N,NA,,0,,0,0
tyres,Walsall,BUDGET,MV342,21514R8BUMINEMIZ,215/80R14 MINER EMIZER 112/10Q,215,80,14,Q,112/110,EMIZERO,0,46.95,EMIZERO,LIGHT TRUCK TYRES  14 INCH RIM,N,N,C2,E,0,C,72,2
tyres,Walsall,BUDGET,MV362,2555518XBUMINEMI,255/55R18 MINER EMIZERO 109WXL,255,55,18,W,109,EMIZERO,0,48.95,EMIZERO,CAR TYRES  4 WHEEL DRIVE TYRES,Y,N,C1,C,0,C,73,2
tyres,Walsall,BUDGET,MV366,2754020XBUMINEMI,275/40R20 MINER EMIZERO 106WXL,275,40,20,W,106,EMIZERO,1,46.95,EMIZERO,CAR TYRES  4 WHEEL DRIVE TYRES,Y,N,C1,C,0,B,73,2
tyres,Walsall,KUMHO,2153383,1556514TBUKUKH27,155/65R14 KUMHO KH27 75T,155,65,14,T,75,,0,21.7,KH27,CAR TYRES  14 Inch Rim,N,N,C1,C,0,B,68,2
tyres,Walsall,KUMHO,2153533,1656514TBUKUKH27,165/65R14 KUMHO KH27 79T,165,65,14,T,79,,4,21.5,KH27,CAR TYRES  14 Inch Rim,N,N,C1,C,0,B,68,2
