product_cat,name,pa_brand,,sku,short description,pa_width,pa_profile,pa_rim-size,pa_speed,,image,stock,price,pa_tread-pattern,description,pa_extraload,pa_runflat,pa_tyreclass,pa_rrc-grade,pa_wetgrip,pa_wetgrip-grade,pa_noisedb,pa_bar-rating
tyres,Micheldever - Halifax,KUMHO,2155413,2555019XBUKUHP91,255/50R19 KUMHO HP91 [1] 103W,255,50,19,W,103,,0,87.95,HP91,CAR TYRES  4 WHEEL DRIVE TYRES,N,N,C1,C,0,B,72,2
tyres,Micheldever - Halifax,KUMHO,2155533,2754519XBUKUHP91,275/45R19 KUMHO HP91 [1] 108Y XL,275,45,19,Y,108,,0,99.95,HP91,CAR TYRES  4 WHEEL DRIVE TYRES,Y,N,C1,E,0,B,72,2
tyres,Micheldever - Halifax,KUMHO,2155613,2854519XBUKUHP91,285/45R19 KUMHO HP91 [1] 107W,285,45,19,W,107,,0,94.35,HP91,CAR TYRES  4 WHEEL DRIVE TYRES,N,N,C1,E,0,B,71,1
tyres,Micheldever - Halifax,KUMHO,2155393,2554520XBUKUHP91,255/45R20 KUMHO HP91 [1] 105W XL,255,45,20,W,105,,0,109.95,HP91,CAR TYRES  4 WHEEL DRIVE TYRES,Y,N,C1,E,0,B,72,2
tyres,Micheldever - Halifax,METZELER,2316000,1108019RMEKAR003,110/80R19 METZ KAROO3 59R (F),110,80,19,R,59,KAROO3,0,50.45,KAROO3,MOTORCYCLE TYRES  19 INCH RIM,N,N,NA,,0,,0,0
tyres,Micheldever - Halifax,CONTINENTAL,3565360000,2853520ZCOCSC5P,285/35R20 CONTI CSC5PMGT 100Y,285,35,20,Y,100,CSC5P,0,177.54,CSC5P,CAR TYRES  19 INCH RIM,N,N,C1,F,0,B,74,2
tyres,Micheldever - Halifax,GOODYEAR,N528411,N2156016HGOEFPER,215/60R16 GDYR EFFIGRIPPER 99H XL N,215,60,16,H,99,EFFIGRIPPER,0,82.8,EFFIGRIPPER,CAR TYRES  16 Inch Rim,Y,N,C1,B,0,A,68,1
tyres,Micheldever - Halifax,DUNLOP,533374,2255017ZDUSPMART,225/50R17 DLOP SPTMAXXRT 98Y XL MFS,225,50,17,Y,98,SPTMAXXRT,5,92.52,SPTMAXXRT,CAR TYRES  17 INCH RIM,Y,N,C1,C,0,A,67,1
tyres,Micheldever - Halifax,GOODYEAR,568040,2256516R8GOCARMA,225/65R16 GDYR CARGOMARARE 112/110R,225,65,16,R,112/110,CARGOMARA,0,88.83,CARGOMARA,LIGHT TRUCK TYRES  16 INCH RIM,N,N,C2,C,0,C,71,2
tyres,Micheldever - Halifax,BUDGET,,2153518ZBUROADN6,215/35R18 RDSTONE N6000 94Y,215,35,18,Y,94,N6000,0,30.25,N6000,CAR TYRES  18 Inch Rim,N,N,,,0,,0,0
tyres,Micheldever - Halifax,KUMHO,2107753,2255517ZBUKUKH31,225/55R17 KUMHO KH31 97W,225,55,17,W,97,KH31,0,58.95,KH31,CAR TYRES  17 INCH RIM,N,N,C1,E,0,C,73,3
tyres,Micheldever - Halifax,UNKNOWN,,002RLIONBATTERY,002R LION BATTERY,,,,,,,0,0,,BATTERIES  Battery Accessories,N,N,,,0,,0,0
tyres,Micheldever - Halifax,UNKNOWN,,100LIONBATTERY,100 LION BATTERY,,,,,,,0,0,,BATTERIES  Battery Accessories,N,N,,,0,,0,0
tyres,Micheldever - Halifax,UNKNOWN,,100NUMAXBATTERY,100 NUMAX BATTERY,,,,,,,0,0,,BATTERIES  Battery Accessories,N,N,,,0,,0,0
tyres,Micheldever - Halifax,UNKNOWN,,250LIONBATTERY,250 LION BATTERY,,,,,,,0,0,,BATTERIES  Battery Accessories,N,N,,,0,,0,0
tyres,Micheldever - Halifax,UNKNOWN,,54EXIDEBATTERY,54 EXIDE BATTERY,,,,,,,0,0,,BATTERIES  Battery Accessories,N,N,,,0,,0,0
tyres,Micheldever - Halifax,UNKNOWN,,LYTX4LBSLUCMCYCL,LYTX4LBS LUCA M/CYCLE BATT,,,,,,,0,0,,BATTERIES  Motorcycle Batterries,N,N,,,0,,0,0
tyres,Micheldever - Halifax,UNKNOWN,,LYTX7ABSLUCMBATT,LYTX7ABS LUCAS M/CYCLE BATT,,,,,,,0,0,,BATTERIES  Motorcycle Batterries,N,N,,,0,,0,0
tyres,Micheldever - Halifax,UNKNOWN,,YB14LA2LUCASMCYC,YB14LA2 LUCAS M/CYCLE BATT,,,,,,,0,0,,BATTERIES  Motorcycle Batterries,N,N,,,0,,0,0
tyres,Micheldever - Halifax,UNKNOWN,,YTX12BSLUCSMCYCL,YTX12BS LUCAS M/CYCLE BATT,,,,,,,0,0,,BATTERIES  Motorcycle Batterries,N,N,,,0,,0,0
