product_cat,name,pa_brand,,sku,short description,pa_width,pa_profile,pa_rim-size,pa_speed,,image,stock,price,pa_tread-pattern,description,pa_extraload,pa_runflat,pa_tyreclass,pa_rrc-grade,pa_wetgrip,pa_wetgrip-grade,pa_noisedb,pa_bar-rating
tyres,Walsall,R H CLAYDON,,2495010CLCARLISL,24X950-10 CARL ALL TRAIL 4PLY,24,950,10,,,,0,0,,AGRICULTURAL TYRES  ATV TYRES,N,N,NA,,0,,0,0
tyres,Walsall,MICHELIN,,2458016ZMILATITC,245/80R16 MICH LATITUDE C TL,245,80,16,,,LATITUDE,0,0,LATITUDE,CAR TYRES  CAR COMPETION TYRES Road,N,N,NA,,0,,0,0
tyres,Walsall,UNKNOWN,,18434NOKIANF14,18.4-34 NOKIAN TR FOREST 14PR,,,,,,,0,0,,AGRICULTURAL TYRES  TRACTOR REAR,N,N,,,0,,0,0
tyres,Walsall,BRIDGESTONE,5376,2754520XBRLM80WI,275/45R20 BST LM80 FZ 110V XL,275,45,20,V,110,LM80,0,211.31,LM80,CAR TYRES  WINTER 4X4,Y,N,C1,E,0,C,73,2
tyres,Walsall,DUNLOP,528771,2754520XDUGTRKM3,275/45R20 DLP GTRK M3 110VXLAO,275,45,20,V,110,DUGTREK,0,193.28,DUGTREK,CAR TYRES  WINTER 4X4,Y,N,C1,E,0,E,72,2
tyres,Walsall,MICHELIN,241383,2754520XMILATALP,275/45R20 MICH LATALPIN 110VXL,275,45,20,V,110,ALPIN,0,215.11,ALPIN,CAR TYRES  WINTER 4X4,Y,N,C1,E,0,C,72,2
tyres,Walsall,PIRELLI,2352300,2454518VPISTZ3WI,245/45R18 PIR SOTTOZERO3 100V XL,245,45,18,V,100,SOTTOZERO3,0,146.98,SOTTOZERO3,CAR TYRES  WINTER CAR,Y,N,C1,C,0,B,72,2
tyres,Walsall,VALBREM,,31570225BUVACURM,315/70R22.5 VACUL VPDE2 154REM,215,70,225,,,VPDE2,0,0,VPDE2,HEAVY TRUCK TYRES  HEAVY TRUCK REMOULDS,N,N,NA,,0,,0,0
tyres,Walsall,BUDGET,,2353519ZBUDURUN,235/35R19 DURUN A ONE 91W,235,35,19,W,91,AONE,0,36.95,AONE,CAR TYRES  19 INCH RIM,N,N,C1,C,0,A,74,2
tyres,Walsall,BUDGET,,1857014HBUPACE50,185/70R14 PACE PC50 88H,185,70,14,H,88,PC50,0,24.16,PC50,CAR TYRES  14 Inch Rim,N,N,C1,E,0,C,71,3
tyres,Walsall,GOODYEAR,530625,1856515TGOULTGP8,185/65R15 GDYR ULTRAGRIP8 88T,185,65,15,T,88,UG8,0,42.33,UG8,CAR TYRES  WINTER CAR,N,N,C1,E,0,E,68,1
tyres,Walsall,AUTOGRIP,AGECOH1502,2657015XBUAGECO,265/70R15 AUTOGRIP ECOSAV 110H,265,70,15,H,110,ECOSAVER,2,49.95,ECOSAVER,CAR TYRES  4 WHEEL DRIVE TYRES,N,N,C1,E,0,C,72,2
tyres,Walsall,AUTOGRIP,AG100P1308,1757013TBUAG100,175/70R13 AUTOGRIP GRIP100 82T,175,70,13,T,82,GRIP100,1,17.95,GRIP100,CAR TYRES  13 INCH RIM,N,N,C1,F,0,C,72,3
tyres,Walsall,AUTOGRIP,AG600P1602,2055516ZBUAG600,205/55R16 AUTOGRIP GRIP600 91W,205,55,16,W,91,GRIP600,4,22.45,GRIP600,CAR TYRES  16 Inch Rim,N,N,NA,,0,,0,0
tyres,Walsall,AUTOGRIP,AG600P1707,2255517ZBUAG600,225/55R17 AUTOGP GRP600 101WXL,225,55,17,W,101,GRIP600,0,32.35,GRIP600,CAR TYRES  17 INCH RIM,Y,N,C1,E,0,C,72,2
tyres,Walsall,AUTOGRIP,AG600P1708,2354517ZBUAG600,235/45R17 AUTOGRIP GP600 97WXL,235,45,17,W,97,GRIP600,0,31.95,GRIP600,CAR TYRES  17 INCH RIM,Y,N,C1,E,0,C,72,2
tyres,Walsall,DUNLOP,524481,2654020XDUWI3DAO,265/40R20 DLP WINSP3D 104VXLAO,265,40,20,V,104,DUWISP3D,0,204.43,WINSP3D,CAR TYRES  WINTER 4X4,Y,N,C1,E,0,C,70,1
tyres,Walsall,BRIDGESTONE,6021,27570225BRR192,275/70R22.5 BST R192 148J/152E,275,70,225,JE,148152,R192,0,295.47,R192,HEAVY TRUCK TYRES  22.5 INCH RIM,N,N,C3,D,0,C,71,2
tyres,Walsall,R H CLAYDON,,3808528RGALAXEPR,380/85R28 GALAXY E/PRO 133A8,380,85,28,A8,133,,0,0,EARTH PRO,AGRICULTURAL TYRES  TRACTOR REAR,N,N,,,0,,0,0
tyres,Walsall,DUNLOP,518332,2253519ZDUSPMAX,225/35R19 DLOP SPMAXX 88Y XL*,225,35,19,Y,88,DUSPTMAXX,0,115.72,DUSPMAX,CAR TYRES  19 INCH RIM,Y,N,C1,F,0,B,68,1
