product_cat,name,pa_brand,,sku,short description,pa_width,pa_profile,pa_rim-size,pa_speed,,image,stock,price,pa_tread-pattern,description,pa_extraload,pa_runflat,pa_tyreclass,pa_rrc-grade,pa_wetgrip,pa_wetgrip-grade,pa_noisedb,pa_bar-rating
tyres,Walsall,BUDGET,,2457016XBUATELLI,245/70R16 AOTELLI RADIAL 111H,245,70,16,H,111,,0,44.95,,CAR TYRES  4 WHEEL DRIVE TYRES,N,N,,,0,,0,0
tyres,Walsall,COOPER,,2457016XBUCOATR,245/70R16 COOPER ATR OWL 107S,245,70,16,S,107,,0,0,,CAR TYRES  WINTER CAR,N,N,,,0,,0,0
tyres,Walsall,BUDGET,,2555019XBUACDHHT,255/50R19 ACHILLES DH HT 107H,255,50,19,H,107,,0,0,,CAR TYRES  4 WHEEL DRIVE TYRES,N,N,,,0,,0,0
tyres,Walsall,BUDGET,,2653522XBUACHXL,265/35R22 ACHILLES DH UHP 106V XL,265,35,22,V,106,,0,69.95,,CAR TYRES  4 WHEEL DRIVE TYRES,N,N,,,0,,0,0
tyres,Walsall,BUDGET,,2657016XBUKENKLE,265/70R16 KENDA KLEVER 112S,265,70,16,S,112,KLEVER,0,60.95,KLEVER,CAR TYRES  4 WHEEL DRIVE TYRES,N,N,NA,,0,,0,0
tyres,Walsall,BUDGET,,2754020XBUSUNNY,275/40R20 SUNNY SN3970  106WXL,275,40,20,W,106,,0,56.95,,CAR TYRES  4 WHEEL DRIVE TYRES,N,N,,,0,,0,0
tyres,Walsall,PIRELLI,1912500,2553520ZPIPZCDIR,255/35R20 PIR PZCOR DIR 97Y,255,35,20,Y,97,PZEROCORSA,0,196.81,PZEROCORSA,CAR TYRES  19 INCH RIM,Y,N,C1,F,0,A,73,2
tyres,Walsall,INSA TURBO,,2057015XBUITRAN,205/70R15 IT RANG AT[5]96S REM,205,70,15,S,96,,0,42.54,RANGER,CAR TYRES  4 WHEEL DRIVE TYRES,N,N,,,0,,0,0
tyres,Walsall,BUDGET,,2353519ZNANKNS20,235/35R19 N/KANG NS-20 91Y,235,35,19,Y,91,NS20,0,64.25,NS20,CAR TYRES  19 INCH RIM,N,N,NA,,0,,0,0
tyres,Walsall,BUDGET,,275420XNANKAS1,275/45R20 N/KANG AS-1 107Y,275,40,20,Y,101,AS1,0,0,AS1,CAR TYRES  4 WHEEL DRIVE TYRES,N,N,NA,,0,,0,0
tyres,Walsall,BUDGET,,2754020XBUNANAS1,275/40R20 N/KANG AS-1 107Y,275,40,20,Y,107,AS1,0,0,AS1,CAR TYRES  4 WHEEL DRIVE TYRES,N,N,NA,,0,,0,0
tyres,Walsall,GOODYEAR,566456,2157015R8GOCAG26,215/70R15 GDYR C/GO G26 109S,215,70,15,S,109/107,CARGOG26,0,73.67,CARGOG26,LIGHT TRUCK TYRES  15 INCH RIM,N,N,C2,E,0,C,72,2
tyres,Walsall,KUMHO,2164083,2656018XBUKUHP91,265/60R18 KUMHO HP91 [1] 110V,265,60,18,V,110,,0,91.55,HP91,CAR TYRES  4 WHEEL DRIVE TYRES,N,N,C1,C,0,B,72,2
tyres,Walsall,AUTOGRIP,AG200P1902,2253519ZBUAG200,225/35R19 AUTOGRIP GRIP200 88W XL,225,35,19,W,88,GRIP200,2,36.95,GRIP200,CAR TYRES  19 INCH RIM,Y,N,C1,E,0,E,72,2
tyres,Walsall,DUNLOP,532922,2853520ZDUGT600R,285/35R20 DLOP SPTXXGT600 (100Y)ROF,285,35,20,Y,100,SPTMAXXGT600,0,255.11,SPTMAXXGT600,CAR TYRES  19 INCH RIM,N,Y,C1,F,0,A,71,1
tyres,Walsall,BUDGET,,2155516ZBUZT1000,215/55R16 ZEETEX HP1000 97W XL,215,55,16,W,97,HP1000,33,23.95,HP1000,CAR TYRES  16 Inch Rim,Y,N,C1,C,0,E,68,1
tyres,Walsall,BUDGET,,2653518ZBUZT1000,265/35R18 ZEETEX HP1000 97W XL,265,35,18,W,97,HP1000,1,47.95,HP1000,CAR TYRES  18 Inch Rim,Y,N,C1,C,0,B,69,1
tyres,Walsall,OVATION,,1656014HBUOVWIN,165/60R14 OVATION W586 75H XL WIN,165,60,14,H,75,W586,0,25.95,W586,CAR TYRES  WINTER CAR,Y,N,C1,F,0,C,71,3
tyres,Walsall,OVATION,,1756015HBUOVWIN,175/60R15 OVATION W856 81H WIN,175,60,15,H,81,W856,0,28.95,W856,CAR TYRES  WINTER CAR,N,N,C1,F,0,C,71,3
tyres,Walsall,BRIDGESTONE,2322,20516XBRD694S,205R16 BST D694 AT 110/108S,205,80,16,S,110/108,D694,0,75.87,D694,CAR TYRES  4 WHEEL DRIVE TYRES,N,N,C1,F,0,C,75,3
