product_cat,name,pa_brand,,sku,short description,pa_width,pa_profile,pa_rim-size,pa_speed,,image,stock,price,pa_tread-pattern,description,pa_extraload,pa_runflat,pa_tyreclass,pa_rrc-grade,pa_wetgrip,pa_wetgrip-grade,pa_noisedb,pa_bar-rating
tyres,Walsall,BUDGET,,1955515HBUFOWIN,195/55R15 FORTUNA WINTER 85H,195,55,15,H,85,,0,27.94,WINTER,CAR TYRES  WINTER CAR,N,N,C1,E,0,E,71,2
tyres,Walsall,DUNLOP,662654,1408017HDUD404F,140/80-17 DUNLOP D404F 69H (F),140,80,17,H,69,D404,0,94.95,D404F,MOTORCYCLE TYRES  17 INCH RIM,N,N,,,0,,0,0
tyres,Walsall,BUDGET,,1656513TBUFLWIN,165/65R13 FULDA MONTERO 77TWIN,165,65,13,T,77,MONTERO,0,34.1,MONTERO,CAR TYRES  WINTER CAR,N,N,NA,,0,,0,0
tyres,Walsall,BUDGET,FP274,2157516R8BUFOWIN,215/75R16 FORTUNA WINTER 113R,215,75,16,R,113,WINTER,0,74.95,WINTER,LIGHT TRUCK TYRES  WINTER VAN,N,N,C2,E,0,E,74,3
tyres,Walsall,GOODYEAR,518634,2453020ZDUEAG1AS,245/30ZR20 GD EAG-F1 FP 90Y XL,245,30,20,Y,90,EAGLEF1,0,192.65,EAGLEF1FP,CAR TYRES  19 INCH RIM,Y,N,NA,,0,,0,0
tyres,Walsall,FIRESTONE,,6006528RFIMTRAX,600/65R28 FSTONE MAXTRAX 154A,600,65,28,A,154,MAXTRAX,0,0,MAXTRAX,AGRICULTURAL TYRES  TRACTOR REAR,N,N,,,0,,0,0
tyres,Walsall,FIRESTONE,,7107038RFSTSEVER,710/70R38 FSTONE SEVERE 171A,710,70,38,A,171,SEVERE,0,0,SEVERE,AGRICULTURAL TYRES  TRACTOR REAR,N,N,,,0,,0,0
tyres,Walsall,BUDGET,,1856514HBUTR928,185/65R14 TRIANGLE TR928 86H,185,65,14,H,86,TR982,0,26.09,TR928,CAR TYRES  14 Inch Rim,N,N,NA,,0,,0,0
tyres,Walsall,CGS TYRES UK LTD,,12518C10MPT04,12.5-18 MPT-04 10PLY TL MI,,,,,,,0,0,,AGRICULTURAL TYRES  IMPLEMENT TYRES,N,N,,,0,,0,0
tyres,Walsall,UNKNOWN,,FN18315,11-18 WHEEL HD 8/275/221-,,,,,,,0,0,,WHEELS & RIMS  AGRICULTRUAL WHEELS,N,N,,,0,,0,0
tyres,Walsall,BUDGET,,235C10BUMITAFL05,23X5 MITAS FL05 118/114 10PLY,23,,5,,118/114,FL05,0,0,FL05,AGRICULTURAL TYRES  IMPLEMENT TYRES,N,N,,,0,,0,0
tyres,Walsall,BUDGET,,53012C6BUKGTIRE,530X12 KINGTIRE HISPD 82M 6PLY,530,,12,M,82,HIGH SPEED,0,0,HIGH SPEED,AGRICULTURAL TYRES  TURF TYRES,N,N,,,0,,0,0
tyres,Walsall,OZ RACING,,WFK81710356,OZ FITTING KIT 81710356,,,,,,,0,0,,WHEELS & RIMS  CAR ALLOY WHEELS,N,N,,,0,,0,0
tyres,Walsall,UNIROYAL,3622890000,2553518ZUNRNSPT2,255/35R18 UNIR RAINSPT2 94Y XL,255,35,18,Y,94,RAINSPORT,0,115,RAINSPORT,CAR TYRES  15 INCH RIM,Y,N,C1,E,0,B,73,2
tyres,Walsall,BRIDGESTONE,3327,2453520ZBRREO5AF,245/35R20 BST RE050A MZ 91Y FE,245,35,20,Y,91,RE050A,0,151.34,RE050A,CAR TYRES  19 INCH RIM,N,N,C1,F,0,C,71,2
tyres,Walsall,OZ RACING,,WFK81710018,OZ FITTING KIT 81710018,,,,,,,0,0,,WHEELS & RIMS  CAR ALLOY WHEELS,N,N,,,0,,0,0
tyres,Walsall,BUDGET,,1956516R8BUSUNNY,195/65R16 SUNNY SN223 104S 8PR,195,65,16,S,104,SN223,0,35.95,SN223,LIGHT TRUCK TYRES  16 INCH RIM,N,N,NA,,0,,0,0
tyres,Walsall,UK PARTS ALLIANCE,,YAB627,627 YUASA BATTERY,,,,,,,0,0,,BATTERIES  Wet Battery,N,N,,,0,,0,0
tyres,Walsall,CONTINENTAL,2440780000,1805517ZCORDAT2C,180/55R17 CON RD ATTK 2 C 73W,180,55,17,W,73,CONTRDATT,0,95,CONTRDATT,MOTORCYCLE TYRES  17 INCH RIM,N,N,,,0,,0,0
tyres,Walsall,BRIDGESTONE,2995,2255517ZBRER30EC,225/55R17 BST ER300 ECO 97Y TL,225,55,17,Y,97,ER300,0,100.33,ER300,CAR TYRES  17 INCH RIM,N,N,C1,F,0,C,71,2
